[	0.0000000000000000e+00	6.8752574920654297e-01	1.5129642486572266e+00	1.3512847900390625e+01	-2.4846420288085938e+01	]
[	2.5000000000000001e-02	1.0249804802373323e+00	9.9490986970267326e-01	1.3212579694042196e+01	-1.6220986483534514e+01	]
[	5.0000000000000003e-02	1.3865530134186315e+00	5.9155478413204232e-01	1.5681715558950421e+01	-1.6039417394852347e+01	]
[	7.4999999999999997e-02	1.7396770460803619e+00	3.5474670514828283e-01	1.2526056683298085e+01	-2.6895752444326306e+00	]
[	1.0000000000000001e-01	2.0384700194237508e+00	3.6503718061230628e-01	1.1420097608824577e+01	3.4667615680929842e+00	]
[	1.2500000000000000e-01	2.3082578639246076e+00	5.7074392489199033e-01	1.0402259069456310e+01	1.2639237464321388e+01	]
[	1.4999999999999999e-01	2.4736633248143884e+00	1.0907804331423385e+00	3.5469916870714573e+00	2.7963168246231337e+01	]
[	1.7499999999999999e-01	2.5786978757156769e+00	1.7858065741464035e+00	5.0237048928131385e+00	2.7502483136462732e+01	]
[	2.0000000000000001e-01	2.7374046887467154e+00	2.3487120388744072e+00	6.9824373027361561e+00	1.8137504091507996e+01	]
[	2.2500000000000001e-01	2.9121708997421729e+00	2.7783274389122865e+00	6.7301755143014885e+00	1.6439585614982708e+01	]
[	2.5000000000000000e-01	3.0310146372363214e+00	3.1700081110309011e+00	2.5637017899037104e+00	1.5034129892746135e+01	]
[	2.7500000000000002e-01	3.0223548758324510e+00	3.5757260520297756e+00	-3.3108661733530393e+00	1.7497443233218828e+01	]
[	2.9999999999999999e-01	2.8075093101855702e+00	4.2297117848575150e+00	-1.4210996114730388e+01	3.5655925266183587e+01	]
[	3.2500000000000001e-01	2.3730446597477264e+00	5.1901475887280508e+00	-2.0542758246283366e+01	4.1918308825517045e+01	]
[	3.4999999999999998e-01	1.9938312339982349e+00	5.9685297261829646e+00	-9.0279980329686644e+00	1.8400847416376799e+01	]
[	3.7500000000000000e-01	1.7912224466243711e+00	6.2796353256581305e+00	-7.1280037535965981e+00	6.3674418883143025e+00	]
[	4.0000000000000002e-01	1.6893971159656269e+00	6.2078041356452047e+00	-1.0270969098659506e+00	-1.2099459888764542e+01	]
[	4.2499999999999999e-01	1.7376514208397378e+00	5.6777579060062298e+00	4.4515956715647826e+00	-2.9630851544813027e+01	]
[	4.5000000000000001e-01	1.7960555200480406e+00	4.9227574746211200e+00	-4.1841591310351578e-01	-3.0218248390391011e+01	]
[	4.7499999999999998e-01	1.6243417054324616e+00	4.3968894592973475e+00	-1.2923187898497959e+01	-1.2396557443373304e+01	]
[	5.0000000000000000e-01	1.2632795572280884e+00	4.1412630081176758e+00	-1.5825469970703125e+01	-8.1242504119873047e+00	]
